premise,hypothesis,genre,label
"In spite of a diminution in cases closed, however, programs showed remarkable stability in the kinds of cases they reported.",Everyone was glad to see that there was stability shown by the program.,government,1
You couldn't move.,You wanted to move.,fiction,1
"A 38-cm (15-in) narrow-gauge railway, it carries a tiny engine and even smaller carriages through rolling countryside towards the coast at Ravenglass.",The train on the 38cm railway can carry small children.,travel,1
This approach is similar to that used by the organizations we studied.,Our approach is slightly better than theirs.,government,1
-The table of contents of 8 this Act is as ,There is a table of contents on page 8,government,1
"We will continue to monitor the application of these protocols and will consider what, if any, changes should be made in the future.",We will monitor the safety protocols and decide if any changes are needed at the next employee meeting. ,government,1
"At Holyhead I tried to get into a carriage with people that looked all right, but in a queer way there seemed always to be a crowd round me shoving and pushing me just the way I didn't want to go.",I did not just jump into the first carriage I saw at Holyhead.,fiction,1
Changing the terminal dues system affects the U.S.,The US will make less money if the terminal dues system is changed.,government,1
I'm superstitious myself.,I hate the number 13.  ,fiction,1
Totals may not sum due to rounding.,Rounding sums is misleading. ,government,1
The bodies of the fallen Sticks littered the ground.,They were slaughtered by another group of people.,fiction,1
"Although small temples and shrines remain, visitors will enjoy exploring the covered shopping arcade between Shijo and Sanjo streets, famous for its second-hand bookstores, traditional hand-made paper (washi) shops, trendy but sometimes creative clothing stores, and numerous pickle shops.",A lot of the economy in the area is based on the small businesses of the merchants that sell in the shopping arcade.,travel,1
"More powerful royal stewards were sent out to diminish the autonomy of the regional parlements, councils with judicial rather than legislative functions, dominated by the high clergy and the nobles.",The high clergy and the nobles only got to dominate the parliament for a couple years before being thrown out.,travel,1
What boosted federal revenues most was the 4.3-percent average growth in payroll taxes.,The 4.3 percent growth in payroll taxes was caused by the new administrations taxes.,slate,1
Everybody's Got a Hungry Heart,Black people have hungrier hearts than others.,slate,1
And it means Alabama won't have a half-million dollars cut from its budget as had been expected.,Alabama didn't have its budget cut because the initial justification for doing so didn't stand up to scrutiny.,government,1
"Combat wasn't about skill, it was about luck.",Combat with a rapier is all about luck.,fiction,1
I've sprained something.,My ankle hurts a little bit.,fiction,1
What would have happened next? ,"I don't know what was bound to happen in the future, said the student.",fiction,1
"The Keswick Museum and Art Gallery in Fitz Park is a treasure trove of artifacts collected in the area, with the atmosphere of an old professor's study.",The museum focuses exclusively on local culture and history.,travel,1
"experience, and skills throughout all phases of the facility acquisition process (conceptual planning, design, procurement, construction, and startup).",Some organizations opt to go through the facility acquisition process while effectively skipping the conceptual planning stage.,government,1
